DATE_CREATED,SHIFT_NAME,PART_SERIAL_NUMBER,MATERIAL_R3,MACHINE_ID,PRODUCTION_ORDER_ID,SEQUENCE,DESCRIPTION,CODE,MATERIAL_COST
4/27/2026,NIGHT,174056904219786,01-740569-04-00,1795,20963774,230,Final Test Radar NOK,635,15.672
3/14/2026,early,174282601190898,01-742826-01-10,1802,20963050,60,Automatical optical check NOK,275,0.958
1/14/2026,night,100792205826155,01-007922-05-10,1808,20963183,100,Final Test Radar NOK,635,20.536
3/22/2026,late,174056704199856,01-740567-04-00,2026,20963452,260,Final Test Radar NOK,635,15.698
2/11/2026,night,174282301588850,01-742823-01-00,1808,20963245,220,Final Test Radar NOK,635,15.477
1/12/2026,late,174056904927043,01-740569-04-00,1808,20963364,70,MES Error,640,15.617
12/10/2025,night,174056904948014,01-740569-04-00,1795,20963674,300,Automatical optical check NOK,275,15.664
12/15/2025,night,174282401571820,01-742824-01-10,1792,20963304,100,Machine system error Label Verification,644,15.215
12/13/2025,Early,174282601487180,01-742826-01-10,1802,20963611,300,Final Test Radar NOK,635,0.963
12/9/2025,EARLY,174282401294589,01-742824-01-10,1795,20963248,40,Electrical fault,25,15.193
2/10/2026,night,100792205888371,01-007922-05-10,1804,20963797,60,Final Test Radar NOK,635,20.519
12/28/2025,early,100814205593393,01-008142-05-10,1794,20963240,300,Machine system error Label Verification,644,20.534
11/21/2025,LATE,174056804166994,01-740568-04-00,1813,20963964,240,Automatical optical check NOK,275,11.67
12/29/2025,late,174057004502722,01-740570-04-00,1806,20963047,220,Label position NOK,564,17.218
4/16/2026,night ,100814205144008,01-008142-05-10,1802,20963253,70,Automatical optical check NOK,275,20.531
1/2/2026,late,174282401531204,01-742824-01-10,2026,20963248,230,Milling NOK,638,15.19
2/12/2026,night,174056804564306,01-740568-04-00,2026,20963964,180,Milling NOK,638,11.67
2/3/2026,late,174056904142273,01-740569-04-00,1807,20963741,110,X-Ray inspection (AXI) NOK,616,15.691
4/14/2026,late,100792205266989,01-007922-05-10,1813,20963685,230,Final Test Radar NOK,635,20.532
4/22/2026,late,174057004207892,01-740570-04-00,1813,20963047,70,Dispensing sealant NOK,633,17.285
11/5/2025,early,174282301969885,01-742823-01-00,1806,20963245,120,Dispensing sealant NOK,633,15.43
2/4/2026,late,100792205503149,01-007922-05-10,1794,20963712,70,Machine system error Label Verification,644,20.51
3/11/2026,night,100814205142185,01-008142-05-10,1806,20963741,240,Machine system error test chamber,642,20.505
11/8/2025,night,174056904919924,01-740569-04-00,1814,20963050,190,Final Test Radar NOK,635,15.686
3/8/2026,late,174056704354010,01-740567-04-00,2513,20963452,90,Automatical optical check NOK,275,15.621
1/4/2026,early,174282401463656,01-742824-01-10,1814,20963933,70,Automatical optical check NOK,275,
12/7/2025,late,174137501639728,01-741375-01-00,2512,20963611,240,Final Test Radar NOK,635,15.87
12/4/2025,night,174056904827250,01-740569-04-00,2010,20963569,90,Solder paste inspection NOK,680,15.691
12/3/2025,night,174056904544336,01-740569-04-00,2512,20963050,30,Electrical fault,25,15.691
2/27/2026,early,174282601675932,01-742826-01-10,1804,20963050,190,Solder paste inspection NOK,680,0.996
12/20/2025,late,174057004426126,01-740570-04-00,1804,20963100,250,Electrical fault,25,17.222
4/12/2026,late,174056804429268,01-740568-04-00,2026,20963578,360,MES Error,640,11.698
3/19/2026,early,100814205307183,01-008142-05-10,1804,20963240,90,Milling NOK,638,20.444
3/7/2026,late,174282601771425,01-742826-01-10,1812,20963109,260,Automatical optical check NOK,275,0.925
12/17/2025,NIGHT,174057004261654,01-740570-04-00,1807,20963047,190,AOI NOK,275,17.247
4/16/2026,night,174282601108298,01-742826-01-10,1814,20963537,90,Final Test Radar NOK,635,1.013
11/5/2025,early,174056904492367,01-740569-04-00,2026,20963674,250,Final Test Radar NOK,635,15.617
4/17/2026,EARLY,174056904153045,01-740569-04-00,1792,20963774,40,Final Test Radar NOK,635,15.627
1/22/2026,night,174056904522056,01-740569-04-00,1802,20963774,250,Barcode/datamatrix code quality NOK,488,15.683
3/27/2026,early,174137401220760,01-741374-01-20,1795,20963846,50,Automatical optical check NOK,275,15.06
3/9/2026,night,174282601596789,01-742826-01-10,2483,20963243,100,Final Test Radar NOK,635,1.013
11/23/2025,LATE,174056904839525,01-740569-04-00,1814,20963364,30,Final Test Radar NOK,635,15.651
12/10/2025,early,100792205517848,01-007922-05-10,1802,20963100,120,MES Error,640,20.447
3/18/2026,late,174282601399645,01-742826-01-10,1806,20963240,20,MES Error,640,1.019
3/22/2026,early,100792205873704,01-007922-05-10,1808,20963045,220,Electrical fault,25,20.508
11/8/2025,night,174056704841309,01-740567-04-00,1807,20963685,20,Heat stacking NOK,621,15.708
2/5/2026,night,174056904463608,01-740569-04-00,2512,20963119,220,Miscellaneous Defects,129,15.626
11/17/2025,early,174056904289214,01-740569-04-00,1808,20963364,180,Final Test Radar NOK,635,15.677
11/25/2025,early,174056904442521,01-740569-04-00,1802,20963774,20,MES Error,640,15.681
3/20/2026, late,174056804193624,01-740568-04-00,1792,20963797,360,Machine system error test chamber,642,11.64
1/24/2026,early,174282401629241,01-742824-01-10,1806,20963304,190,Machine system error test chamber,642,
2/16/2026,early ,174137401229221,01-741374-01-20,1794,20963240,20,Machine system error Label Verification,644,15.11
12/22/2025,early,100792205351516,01-007922-05-10,1806,20963223,260,Automatical optical check NOK ,275,20.485
12/13/2025,late,100792205971427,01-007922-05-10,1802,20963933,260,Solder paste inspection NOK,680,20.461
12/2/2025,early,174137401796926,01-741374-01-20,1807,20963452,230,Machine system error Label Verification,644,15.087
3/2/2026,early,174137401516558,01-741374-01-10,2483,20963638,80,Process error,596,15.705
11/26/2025,early,174137501330753,01-741375-01-00,2513,20963119,50,MES Error,640,15.882
2/4/2026,Late,174137401129824,01-741374-01-20,1802,20963848,100,MES Error,640,15.149
1/15/2026,late,174056904297487,01-740569-04-00,2513,20963364,50,Final Test Radar NOK,635,15.667
11/17/2025,late,174137401809952,01-741374-01-10,1795,20963623,250,Final Test Radar NOK,635,15.629
3/11/2026,late,174056804509758,01-740568-04-00,2512,20963114,360,Final Test Radar NOK,635,11.675
11/5/2025,night,174056904214675,01-740569-04-00,1806,20963301,90,Machine system error test chamber,642,15.627
11/11/2025,LATE,174056804524209,01-740568-04-00,2513,20963964,70,Final Test Radar NOK,635,11.684
3/28/2026,night,100792205288050,01-007922-05-10,1794,20963685,60,Final Test Radar NOK,635,20.523
1/10/2026,night,100792205670511,01-007922-05-10,1792,20963712,190,MES Error,640,20.444
3/17/2026,Late,100814205743529,01-008142-05-10,2483,20963797,50,Electrical fault,25,20.508
11/7/2025,late,174137401300924,01-741374-01-20,1802,20963452,30,Machine system error Label Verification,644,15.114
4/25/2026,early,174137401423939,01-741374-01-20,2512,20963452,30,Machine system error Label Verification,644,15.086
4/22/2026,night,174282301171635,01-742823-01-00,2010,20963767,70,MES Error,640,15.434
2/21/2026,late,174282501213598,01-742825-01-00,2026,20963887,180,Solder paste inspection NOK,680,2.553
3/9/2026,night,174056904837877,01-740569-04-00,1802,20963774,360,MES Error,640,15.611
11/25/2025,late,174057004276636,01-740570-04-00,1795,20963933,20,Final Test Radar NOK,635,17.205
1/13/2026,early,174056904637277,01-740569-04-00,1807,20963050,100,Final Test Radar NOK,635,15.629
1/26/2026,late,174056804884225,01-740568-04-00,2512,20963114,220,,,11.618
11/3/2025,early,174282301778657,01-742823-01-00,1812,20963245,240,Final Test Radar NOK,635,15.384
12/29/2025,Late,174137501240727,01-741375-01-00,1807,20963301,300,Final Test Radar NOK,635,15.848
2/27/2026,late,174137401715841,01-741374-01-10,1813,20963887,70,Miscellaneous Defects,129,15.631
4/7/2026,night,174056704834594,01-740567-04-00,1806,20963452,120,Machine system error Label Verification,644,15.698
11/15/2025,late,174137501699252,01-741375-01-00,2026,20963301,110,lower limit violation,819,15.859
11/22/2025,night,174137501361897,01-741375-01-00,1802,20963243,110,,635,15.868
1/1/2026,late,100814205598165,01-008142-05-10,1814,20963240,70,Final Test Radar NOK,635,20.47
4/24/2026,early,174137401605382,01-741374-01-20,1802,20963846,100,Automatical optical check NOK,275,15.129
2/7/2026,early,174282601120327,01-742826-01-10,1814,20963537,40,Miscellaneous Defects,129,0.938
12/23/2025,night,174137501513880,01-741375-01-00,2513,20963611,190,MES Error,640,15.821
12/25/2025,night,174056704722487,01-740567-04-00,1812,20963887,190,Final Test Radar NOK,635,15.658
2/1/2026,early,174282501599397,01-742825-01-00,1813,20963320,40,Final Test Radar NOK,635,2.6
3/31/2026,LATE,174282501152113,01-742825-01-00,2026,20963240,260,MES Error,640,2.589
12/3/2025,early,174137401846389,01-741374-01-20,1813,20963848,70,Connection Error,602,15.134
1/2/2026,late,174056904868034,01-740569-04-00,2512,20963674,250,Final Test Radar NOK,635,15.705
2/28/2026,night ,174137501565198,01-741375-01-00,1794,20963243,60,Miscellaneous Defects,129,15.867
3/16/2026,late,174282301184120,01-742823-01-00,1804,20963569,30,Final Test Radar NOK,635,15.458
12/18/2025,night,174282401551643,01-742824-01-10,2010,20963304,80,Automatical optical check NOK ,275,15.214
11/18/2025,early,174056704963994,01-740567-04-00,2483,20963119,240,Machine system error test chamber,642,15.697
2/2/2026,night,174057004831229,01-740570-04-00,1795,20963047,90,MES Error,640,17.246
1/19/2026,late,100792205779098,01-007922-05-10,1792,20963685,50,Final Test Radar NOK,635,20.521
12/19/2025,late,174282401918011,01-742824-01-10,2483,20963304,360,Process error,596,15.243
4/23/2026,night,174057004383551,01-740570-04-00,1806,20963712,360,Milling NOK,638,17.246
4/25/2026, late,100792205969056,01-007922-05-10,2010,20963712,120,Final Test Radar NOK,635,20.509
4/20/2026,late,174056704990324,01-740567-04-00,2512,20963638,60,Final Test Radar NOK,635,15.686
1/29/2026,night,100792205273077,01-007922-05-10,2513,20963223,190,Machine system error test chamber,642,20.511
3/16/2026,LATE,174137401743530,01-741374-01-20,1794,20963452,40,Final Test Radar NOK,635,15.123
2/15/2026,late,174137501400850,01-741375-01-00,1807,20963611,220,Machine system error Label Verification,644,15.881
11/30/2025,late,174282601608608,01-742826-01-10,2483,20963109,20,MES Error,640,0.979
3/2/2026,night,174056704540304,01-740567-04-00,2026,20963119,120,,640,15.691
4/18/2026,late,174056704129448,01-740567-04-00,1814,20963119,260,Final Test Radar NOK,635,15.647
12/1/2025,night,174282601741233,01-742826-01-10,1806,20963685,300,Machine system error Label Verification,644,1.006
1/30/2026,late,100814205417408,01-008142-05-10,1802,20963243,110,Check of fault status NOK,612,20.47
11/27/2025,late,174056704829884,01-740567-04-00,1804,20963452,240,,640,15.672
4/8/2026,late,174056704529491,01-740567-04-00,1812,20963452,30,Final Test Radar NOK,635,15.706
4/11/2026,late,174057004933966,01-740570-04-00,2512,20963100,300,Final Test Radar NOK,635,17.219
1/23/2026,late,174056904155216,01-740569-04-00,1792,20963364,30,Automatical optical check NOK ,275,15.658
3/20/2026,late,174137501967442,01-741375-01-00,2513,20963611,50,Final Test Radar NOK,635,15.891
3/28/2026,night,100792205837589,01-007922-05-10,1792,20963712,230,Miscellaneous Defects,129,20.476
11/14/2025,early,174137501954518,01-741375-01-00,1813,20963611,300,Final Test Radar NOK,635,15.902
4/14/2026,late,174056904798751,01-740569-04-00,2513,20963364,20,Final Test Radar NOK,635,15.69
12/18/2025,late,174137501299659,01-741375-01-00,1802,20963611,50,MES Error,640,15.855
2/1/2026,late,174282601638169,01-742826-01-10,1802,20963109,230,MES Error,640,0.942
1/14/2026, late,174056904656710,01-740569-04-00,1794,20963674,110,Milling NOK,638,15.685
12/24/2025,late,174137401967359,01-741374-01-10,1795,20963569,30,,635,15.695
1/8/2026,night,174137401546535,01-741374-01-20,1814,20963846,50,Communication to PCBA failed,607,15.096
4/19/2026,night ,174282501272752,01-742825-01-00,1792,20963320,50,Machine system error test chamber,642,2.532
12/2/2025,night,100814205368727,01-008142-05-10,1814,20963240,80,Final Test Radar NOK,635,20.53
4/23/2026,night,174137401168034,01-741374-01-10,2010,20963638,230,Solder paste inspection NOK,680,15.678
11/3/2025,night,174056904777051,01-740569-04-00,1813,20963050,70,Final Test Radar NOK,635,15.62
2/16/2026,Late,174137401259077,01-741374-01-20,1814,20963245,190,Barcode/datamatrix code quality NOK,488,15.059
4/10/2026,early,174282501259325,01-742825-01-00,1795,20963320,240,Final Test Radar NOK,635,2.603
4/3/2026,early,174282601186629,01-742826-01-10,1814,20963109,30,Automatical optical check NOK ,275,0.991
3/13/2026,late,100792205283061,01-007922-05-10,1792,20963109,50,Automatical optical check NOK,275,20.486
2/24/2026,early,100814205118127,01-008142-05-10,2010,20963741,190,Final Test Radar NOK,635,20.45
3/24/2026,late,174057004692493,01-740570-04-00,2483,20963047,360,X-Ray inspection (AXI) NOK,616,17.286
2/14/2026,early,174056804597938,01-740568-04-00,1804,20963114,80,Machine system error Label Verification,644,11.638
12/27/2025,early,174056704471942,01-740567-04-00,2513,20963047,20,Solder paste inspection NOK,680,15.652
12/25/2025,late,174137401353405,01-741374-01-10,1792,20963638,260,Final Test Radar NOK,635,15.706
2/11/2026,early,174056904842640,01-740569-04-00,2513,20963364,360,X-Ray inspection (AXI) NOK,616,15.657
1/31/2026,night,100792205205656,01-007922-05-10,2483,20963183,70,Final Test Radar NOK,635,20.535
2/4/2026,night,174056904945522,01-740569-04-00,1813,20963050,360,Barcode/datamatrix code quality NOK,488,15.646
11/1/2025,late,174137401552200,01-741374-01-20,1792,20963848,230,Machine system error test chamber,642,15.092
1/22/2026,night,174056904232359,01-740569-04-00,1802,20963774,90,MES Error,640,15.693
4/25/2026,early,174137401423939,01-741374-01-20,2026,20963452,30,Machine system error Label Verification,644,15.086
4/4/2026,NIGHT,174282401504630,01-742824-01-10,1802,20963248,90,MES Error,640,
11/30/2025,early,174137501756359,01-741375-01-00,1795,20963301,90,Final Test Radar NOK,635,15.901
2/18/2026,early,174056904751353,01-740569-04-00,1807,20963569,250,Final Test Radar NOK,635,15.639
12/26/2025,late,174137401334496,01-741374-01-20,1806,20963848,110,Final Test Radar NOK,635,15.149
12/6/2025,early,174056904470764,01-740569-04-00,1804,20963569,40,Final Test Radar NOK,635,15.68
4/18/2026,Night,174282601220236,01-742826-01-10,1792,20963109,360,Final Test Radar NOK,635,0.948
2/13/2026,night,174057004711727,01-740570-04-00,2026,20963047,30,MES Error,640,17.223
12/5/2025,late,174056704996922,01-740567-04-00,2512,20963887,180,Milling NOK,638,15.631
3/29/2026,early,174056904624773,01-740569-04-00,2512,20963623,250,Automatical optical check NOK,275,15.671
3/4/2026,night,100792205216600,01-007922-05-10,2026,20963712,50,Machine system error Label Verification,644,20.54
4/24/2026,late,174056804599694,01-740568-04-00,2512,20963114,120,Barcode/datamatrix code quality NOK,488,11.672
12/26/2025,Night,174282301500496,01-742823-01-00,1804,20963767,60,Final Test Radar NOK,635,15.406
4/6/2026,NIGHT,174056804450996,01-740568-04-00,2483,20963452,360,Barcode/datamatrix code quality NOK,488,11.63
1/15/2026,night,174137401338435,01-741374-01-20,2512,20963537,60,MES Error,640,15.113
3/15/2026,late,174056904555051,01-740569-04-00,2026,20963674,50,Miscellaneous Defects,129,15.701
1/22/2026,early ,174056704125894,01-740567-04-00,1814,20963119,360,Final Test Radar NOK,635,15.643
2/14/2026,late,100792205878592,01-007922-05-10,2026,20963050,220,Machine system error Label Verification,644,20.473
3/31/2026,night ,174282501342001,01-742825-01-00,1813,20963066,80,Automatical optical check NOK ,275,2.555
4/22/2026,late,100814205932831,01-008142-05-10,1794,20963240,360,Final Test Radar NOK,635,20.493
11/30/2025,night ,174056704733643,01-740567-04-00,1802,20963653,30,MES Error,640,15.69
11/12/2025,early,174057004894573,01-740570-04-00,2513,20963100,20,Final Test Radar NOK,635,17.226
1/11/2026,early,174056704322311,01-740567-04-00,1792,20963653,100,,,15.688
11/4/2025,night,174137401123316,01-741374-01-10,1814,20963964,190,Machine system error Label Verification,644,15.649
4/18/2026,late,100814205661811,01-008142-05-10,2513,20963240,190,Final Test Radar NOK,635,20.529
2/24/2026,early,174282601229376,01-742826-01-10,1795,20963109,180,Machine system error Label Verification,644,0.977
1/30/2026,late,174282301142773,01-742823-01-00,2512,20963245,180,Machine system error Label Verification,644,15.429
12/6/2025,night,100792205607719,01-007922-05-10,1812,20963320,300,Machine system error test chamber,642,20.5
11/30/2025,late,174056704894244,01-740567-04-00,2026,20963119,90,MES Error,640,15.634
3/2/2026,early,100792205548945,01-007922-05-10,2010,20963045,180,Final Test Radar NOK,635,20.475
11/21/2025,late,174137501972957,01-741375-01-00,1794,20963452,120,Machine system error test chamber,642,15.899
12/14/2025,early,174057004412856,01-740570-04-00,2512,20963100,260,Milling NOK,638,17.243
2/22/2026,late,174137401860596,01-741374-01-20,1807,20963623,50,,644,15.059
3/29/2026,early,100792205968772,01-007922-05-10,1812,20963223,300,Final Test Radar NOK,635,20.528
3/27/2026,early,174056704728074,01-740567-04-00,1813,20963119,240,Automatical optical check NOK,275,15.613
11/25/2025,late,174137501235670,01-741375-01-00,1802,20963243,80,MES Error,640,15.867
4/11/2026,late,174057004222034,01-740570-04-00,1795,20963846,120,Final Test Radar NOK,635,17.227
1/28/2026,late,174056804942438,01-740568-04-00,2483,20963964,190,Automatical optical check NOK,275,11.695
2/11/2026,night,174282401667789,01-742824-01-10,1806,20963304,120,MES Error,640,15.221
2/7/2026,early,174282601356430,01-742826-01-10,1794,20963109,240,Final Test Radar NOK,635,0.958
3/28/2026,NIGHT,100792205204822,01-007922-05-10,2513,20963685,240,Automatical optical check NOK,275,20.51
3/12/2026,early,174137501137656,01-741375-01-00,2483,20963243,120,Final Test Radar NOK,635,15.907
12/17/2025,night,174282401685380,01-742824-01-10,2512,20963248,360,,,15.229
12/6/2025,early,174056804671161,01-740568-04-00,2483,20963578,190,Final Test Radar NOK,635,11.6
2/13/2026,night,174057004897925,01-740570-04-00,1804,20963047,80,Final Test Radar NOK,635,17.201
11/28/2025,night,174282401764118,01-742824-01-10,2010,20963304,240,Barcode/datamatrix code quality NOK,488,15.226
3/12/2026,early,174056704409242,01-740567-04-00,2026,20963887,190,Automatical optical check NOK,275,15.651
1/14/2026,late,174137401218318,01-741374-01-20,2512,20963452,220,Machine system error Label Verification,644,15.067
1/12/2026,night,174056904358717,01-740569-04-00,1813,20963674,80,Barcode/datamatrix code quality NOK,488,15.641
1/13/2026,night,174137401355890,01-741374-01-20,2513,20963452,260,Solder paste inspection NOK,680,15.053
12/9/2025,late,174282301436768,01-742823-01-00,1813,20963767,30,Automatical optical check NOK,275,15.403
3/26/2026,early,174056704308635,01-740567-04-00,1807,20963452,60,Machine system error test chamber,642,15.709
1/7/2026,night,174137401661109,01-741374-01-20,2512,20963846,50,AOI NOK,275,15.142
3/22/2026,late,174056904216587,01-740569-04-00,1813,20963050,90,Final Test Radar NOK,635,15.622
12/5/2025,night,174137501346355,01-741375-01-00,1792,20963301,180,Machine system error Label Verification,644,15.889
11/11/2025,early,174056904551226,01-740569-04-00,2010,20963848,20,Automatical optical check NOK,275,15.645
2/18/2026,night,174137401458844,01-741374-01-10,1814,20963623,220,Final Test Radar NOK,635,15.612
1/1/2026,EARLY,174056904665786,01-740569-04-00,1812,20963674,20,Final Test Radar NOK,635,15.67
1/1/2026,late,174056804373056,01-740568-04-00,2010,20963578,70,Dispensing sealant NOK,633,11.656
11/26/2025,early,174137401512504,01-741374-01-10,2513,20963797,100,Final Test Radar NOK,635,15.705
4/27/2026,late,174056704734617,01-740567-04-00,1808,20963653,230,Final Test Radar NOK,635,15.633
12/17/2025,early,174057004743047,01-740570-04-00,2026,20963047,80,Machine system error test chamber,642,17.219
12/9/2025,late,100792205290724,01-007922-05-10,2026,20963183,190,Machine system error Label Verification,644,20.462
11/9/2025,night,174282601191305,01-742826-01-10,1814,20963109,230,Miscellaneous Defects,129,0.93
1/18/2026,early,174056904666366,01-740569-04-00,1808,20963569,20,Final Test Radar NOK,635,15.705
1/2/2026,late,100814205207916,01-008142-05-10,1813,20963797,360,Final Test Radar NOK,635,20.497
1/16/2026,late,100792205895620,01-007922-05-10,1806,20963685,120,Final Test Radar NOK,635,
4/29/2026,late,174282501695370,01-742825-01-00,1804,20963320,40,MES Error,640,2.52
3/20/2026,early,174056904663312,01-740569-04-00,1795,20963364,60,Heat stacking NOK,621,15.632
1/3/2026,night ,174282501301960,01-742825-01-00,2010,20963320,360,Solder paste inspection NOK,680,2.57
1/6/2026,night ,174056804620292,01-740568-04-00,1807,20963114,190,Final Test Radar NOK,635,11.614
11/3/2025,early,174056804223591,01-740568-04-00,1814,20963114,90,Automatical optical check NOK,275,11.664
2/6/2026,early ,174137401842510,01-741374-01-20,2513,20963848,230,Final Test Radar NOK,635,15.102
11/27/2025,late,174282301688861,01-742823-01-00,2513,20963304,220,MES Error,640,15.422
4/1/2026, late,174056904753534,01-740569-04-00,2026,20963050,40,Final Test Radar NOK,635,15.695
11/5/2025,night,174057004513960,01-740570-04-00,1804,20963933,120,Electrical fault,25,17.248
3/7/2026,night,174056904802040,01-740569-04-00,1814,20963674,90,Solder paste inspection NOK,680,15.622
12/29/2025,night,100792205550631,01-007922-05-10,1802,20963223,230,Press fit NOK,620,20.499
11/13/2025,early,174137501884330,01-741375-01-00,1806,20963243,260,Final Test Radar NOK,635,
4/27/2026,early,100792205960950,01-007922-05-10,1792,20963712,360,Machine system error Label Verification,644,20.503
3/21/2026,EARLY,100792205249145,01-007922-05-10,1808,20963712,180,Machine system error Label Verification,644,20.443
4/14/2026,late,174282301852675,01-742823-01-00,1808,20963245,40,Automatical optical check NOK ,275,15.448
2/12/2026,early,174137501234041,01-741375-01-00,1807,20963767,220,Machine system error Label Verification,644,15.891
11/3/2025,night,100792205145864,01-007922-05-10,1804,20963045,90,Automatical optical check NOK,275,
3/21/2026,early,174137401343545,01-741374-01-10,1813,20963638,240,Final Test Radar NOK,635,15.615
1/23/2026,early,174282601243464,01-742826-01-10,1812,20963109,50,Final Test Radar NOK,635,1.0
3/22/2026,night,174056704218453,01-740567-04-00,1802,20963887,40,Final Test Radar NOK,635,15.688
2/26/2026,early,174056804901627,01-740568-04-00,1806,20963964,80,,,11.604
11/3/2025,early,174137401788505,01-741374-01-20,1795,20963846,100,Final Test Radar NOK,635,15.122
3/2/2026,night,174056904846746,01-740569-04-00,1814,20963774,190,Solder paste inspection NOK,680,15.663
11/15/2025,late,174137401593233,01-741374-01-10,2512,20963623,220,Automatical optical check NOK,275,
1/19/2026,night,174137401919958,01-741374-01-20,2026,20963846,260,,,15.121
3/5/2026,Early,174057004602248,01-740570-04-00,2026,20963100,220,Automatical optical check NOK,275,17.281
12/28/2025,EARLY,174056904644700,01-740569-04-00,2010,20963774,250,Solder paste inspection NOK,680,15.667
1/27/2026,early,174137501357657,01-741375-01-00,2026,20963301,30,Machine system error Label Verification,644,15.859
12/18/2025,early,174282501937266,01-742825-01-00,1794,20963066,20,Final Test Radar NOK,635,2.564
4/19/2026,NIGHT,174282501476224,01-742825-01-00,1794,20963611,90,MES Error,640,2.533
12/2/2025,night,174056704369761,01-740567-04-00,1806,20963047,20,Final Test Radar NOK,635,15.689
12/11/2025,early,100792205205242,01-007922-05-10,1802,20963183,110,Final Test Radar NOK,635,20.507
4/11/2026,night,174057004275161,01-740570-04-00,1794,20963933,220,Machine system error test chamber,642,17.201
11/10/2025,late,174282501774705,01-742825-01-00,1812,20963109,230,MES Error,640,2.596
12/19/2025,early,174282601404309,01-742826-01-10,2026,20963109,360,Final Test Radar NOK,635,0.945
12/8/2025,late,174282401712859,01-742824-01-10,1813,20963304,180,Final Test Radar NOK,635,15.243
11/19/2025,night,174137401676363,01-741374-01-20,2513,20963848,60,Automatical optical check NOK,275,15.093
3/27/2026,late,174056704357874,01-740567-04-00,1814,20963452,120,,635,15.656
1/13/2026,night,174056704650716,01-740567-04-00,1806,20963119,70,AOI NOK,275,15.619
2/28/2026, late,174056804380767,01-740568-04-00,1794,20963578,30,Final Test Radar NOK,635,11.669
1/21/2026,early,174282501636435,01-742825-01-00,1802,20963066,110,Automatical optical check NOK,275,2.56
1/6/2026,LATE,174282401762616,01-742824-01-10,2483,20963304,30,Solder paste inspection NOK,680,15.232
4/3/2026,night,174056804827382,01-740568-04-00,1802,20963114,50,Barcode/datamatrix code quality NOK,488,11.643
11/18/2025,late,174056704221552,01-740567-04-00,2026,20963653,250,Electrical fault,25,15.676
2/26/2026,night,100792205211495,01-007922-05-10,2483,20963712,260,Miscellaneous Defects,129,20.441
12/24/2025,early ,100792205145974,01-007922-05-10,1814,20963183,110,Machine system error Label Verification,644,20.536
4/25/2026,night,174282401249375,01-742824-01-10,1806,20963304,70,Final Test Radar NOK,635,15.212
11/1/2025,night,174137401682636,01-741374-01-20,1795,20963846,110,Automatical optical check NOK ,275,15.135
11/21/2025,late,100792205884118,01-007922-05-10,1813,20963685,40,X-Ray inspection (AXI) NOK,616,
12/25/2025,night,100792205334121,01-007922-05-10,1792,20963223,260,Final Test Radar NOK,635,20.445
11/9/2025,early,174282401665979,01-742824-01-10,1807,20963248,30,Barcode/datamatrix code quality NOK,488,15.2
3/4/2026,night,174137401433412,01-741374-01-20,2513,20963452,40,Final Test Radar NOK,635,15.052
11/29/2025,early,100814205248568,01-008142-05-10,1808,20963253,70,Machine system error test chamber,642,20.514
4/27/2026,early,174056904906824,01-740569-04-00,1812,20963050,90,MES Error,640,15.65
2/16/2026,night,174282501277003,01-742825-01-00,2010,20963320,100,Machine system error test chamber,642,2.527
11/19/2025,night,174282401732819,01-742824-01-10,1808,20963304,250,Final Test Radar NOK,635,15.221
12/4/2025,night,174282301610859,01-742823-01-00,1804,20963301,260,Final Test Radar NOK,635,15.42
3/18/2026,night,100792205368672,01-007922-05-10,1795,20963223,50,Machine system error Label Verification,644,20.446
4/20/2026,early,100792205819839,01-007922-05-10,1808,20963685,40,,,20.511
4/20/2026,night,174282501325468,01-742825-01-00,2483,20963109,230,Final Test Radar NOK,635,2.551
12/30/2025,night ,174056804965837,01-740568-04-00,1794,20963114,230,,,11.606
11/7/2025,night,100814205318552,01-008142-05-10,1812,20963119,360,Final Test Radar NOK,635,20.458
12/26/2025,night,174137401806774,01-741374-01-10,2483,20963623,70,Automatical optical check NOK,275,15.662
1/24/2026,late,100814205167201,01-008142-05-10,1804,20963797,360,Final Test Radar NOK,635,20.497
12/4/2025,early ,174057004867541,01-740570-04-00,1795,20963933,260,Automatical optical check NOK,275,17.289
4/5/2026,early ,100814205752048,01-008142-05-10,1807,20963240,110,Automatical optical check NOK,275,20.453
4/12/2026,night,174056904255287,01-740569-04-00,2483,20963050,60,Miscellaneous Defects,129,15.641
1/31/2026,late,174282501820878,01-742825-01-00,1807,20963638,80,MES Error,640,2.589
1/1/2026,late,100814205821726,01-008142-05-10,1792,20963240,120,Final Test Radar NOK,635,20.487
11/10/2025,late,174056704260669,01-740567-04-00,2483,20963887,20,Final Test Radar NOK,635,15.617
11/14/2025,late,174137401643719,01-741374-01-20,1792,20963848,70,Final Test Radar NOK,635,15.136
4/18/2026,night,100792205704660,01-007922-05-10,1808,20963183,120,Machine system error test chamber,642,20.492
12/12/2025,early,174137401610243,01-741374-01-20,2483,20963452,80,Milling NOK,638,15.063
1/7/2026,early,100792205741824,01-007922-05-10,1792,20963223,40,Final Test Radar NOK,635,20.459
11/27/2025,early,174056904270623,01-740569-04-00,1804,20963741,360,MES Error,640,15.643
2/13/2026,night,174282601281649,01-742826-01-10,1806,20963537,240,Final Test Radar NOK,635,0.934
12/20/2025,LATE,174056904496330,01-740569-04-00,1795,20963578,180,MES Error,640,15.639
3/23/2026,late,100792205275803,01-007922-05-10,1812,20963712,230,,635,20.526
2/21/2026,late,174282501648055,01-742825-01-00,2010,20963320,360,Machine system error Label Verification,644,2.561
